-0.013094548976415,3.04811373430839,-0.692293365215335
-0.0135864045733275,3.0569640760321,-0.651676836591081
-0.0140895390130072,3.06548524433353,-0.609958207168044
-0.0145195769550963,3.072493568958,-0.573342547621098
-0.0150314995528843,3.08028227415717,-0.529654777891264
-0.0155418371071321,3.0876101833918,-0.484964255291672
-0.0160566532130169,3.0944298961039,-0.439322575377129
-0.0165650641339934,3.10069681363779,-0.39279093182526
-0.0170719093804883,3.10636655231929,-0.345439314817995
-0.0175006635763494,3.11072000324627,-0.304259312573131
-0.017988113245157,3.11517486255163,-0.255601145926033
-0.0184672293078215,3.1189244734092,-0.206370687018378
-0.0189263913932752,3.12193969667851,-0.156669205702576
-0.019371689313553,3.12419586393308,-0.106603720308261
-0.0197927149913499,3.12567491554565,-0.0562861203100716
-0.0201348893362057,3.12631475039769,-0.013043279276457
-0.0205139908069845,3.12632344422086,0.0374357203864219
-0.0208634828936862,3.12553825916628,0.0878342003048444
-0.0211816464650667,3.1239662180497,0.138035909725627
-0.0214715342759208,3.12162103111128,0.187927217396226
-0.0217335295972638,3.11852270778485,0.23739850468427
-0.0219256139690384,3.11528646533516,0.27938883257593
-0.0221259006391704,3.11086108076937,0.327808194089997
-0.0222892014223189,3.10576859039978,0.375527423741664
-0.0224244563584891,3.10004808826747,0.422463316144676
-0.0225236672235786,3.09374063707391,0.468541088796577
-0.0225951459405441,3.08689080448191,0.51369528815098
-0.0226327620379563,3.08062215738665,0.551620762396136
-0.0226467890810653,3.07288575612428,0.594916895164434
-0.0226356201773207,3.06473874763057,0.637152466703943
